time,qy_1,qy_2,qy_3,qy_4,vpd,co2,temp_1,temp_2,temp_3,temp_4,eppfd_1,eppfd_2,eppfd_3,eppfd_4,eppfdi_1,eppfdi_2,eppfdi_3,eppfdi_4,ppfd_1,ppfd_2,ppfd_3,ppfd_4,ppfdi_1,ppfdi_2,ppfdi_3,ppfdi_4
2025-04-10T12:00:00Z,0.317,0.434,0.554,0.688,0.76,156,20.3,23.1,16.2,16.6,1787.072,394.5833,408.8706,312.501,1797.401,396.8987,104.2568,251.7523,1423.819,61.70254,362.9136,252.2887,1419.848,119.155,95.40667,444.0462
2025-04-10T12:15:00Z,0.354,0.453,0.561,0.629,0.78,152,20.1,24.7,17.7,18.4,1477.084,353.9055,468.2249,581.0533,1552.18,407.2234,772.2442,1119.144,1137.589,132.7088,350.4225,536.0837,1080.953,177.1953,465.6133,774.5043
2025-04-10T12:30:00Z,0.644,0.43,0.53,0.491,0.79,154,20.1,24.7,18.4,19.9,1037.068,315.5114,684.679,1128.804,323.3482,84.5293,291.6358,947.2753,560.5104,158.5151,450.4879,764.0935,260.4392,51.04416,178.7417,662.429
2025-04-10T12:45:00Z,0.538,0.391,0.546,0.571,0.81,153,20.2,25.3,18.8,19.8,375.6559,339.9913,453.087,510.0384,630.2511,438.7602,711.2044,223.9423,478.8651,257.9284,347.3497,508.2485,952.2217,362.8807,493.9002,487.0591
2025-04-10T13:00:00Z,0.6,0.431,0.541,0.474,0.79,154,20.2,25.8,19.3,21.3,967.9642,442.5156,566.0856,618.0701,1701.595,323.9351,761.6533,246.5516,1073.067,343.4218,480.7287,302.73,1445.721,319.0587,600.1304,197.3209
2025-04-10T13:15:00Z,0.5,0.339,0.549,0.468,0.89,155,20.4,24.6,18.2,19.1,767.6392,291.9108,482.3388,768.6406,373.4064,386.2124,127.7077,1028.003,605.8748,202.4715,340.1742,537.5178,294.4229,323.0274,108.4472,702.1654
2025-04-10T13:30:00Z,0.615,0.366,0.487,0.504,0.86,152,20.2,25.3,19,19.2,944.1184,315.9631,224.2772,647.8751,1510.846,433.4629,772.0034,229.8072,904.1966,257.8623,265.5122,524.9505,1474.263,352.2673,653.9536,562.2936
2025-04-10T13:45:00Z,0.438,0.423,0.438,0.459,0.93,152,21,24.7,18.8,21.1,1108.276,183.8712,842.7169,719.9909,1175.007,94.29095,771.5728,1118.254,975.735,192.9937,642.9887,250.1803,1461.508,69.0192,639.0543,315.1049
2025-04-10T14:00:00Z,0.415,0.323,0.425,0.482,0.89,150,20.4,24.2,17.7,19.2,1271.12,248.6949,668.1237,1008.076,1276.01,502.3764,724.4907,1103.431,1023.706,123.0938,569.9805,625.554,1407.813,294.0504,598.0212,775.5811
2025-04-10T14:15:00Z,0.673,0.359,0.406,0.496,0.86,152,20.4,26.1,19,19.3,1238.035,457.3906,758.8627,1110.485,1652.629,446.4403,715.6624,1188.787,1005.837,354.13,600.59,807.9517,1414.493,365.3178,574.7028,864.6749
2025-04-10T14:30:00Z,0.344,0.415,0.503,0.504,0.92,152,21,26.2,17.2,17.6,1407.897,433.3442,628.47,1002.36,1827.877,453.7505,624.7567,1048.004,1123.163,345.0533,420.4038,783.5858,1474.614,343.2499,326.857,884.1675
2025-04-10T14:45:00Z,0.473,0.359,0.421,0.588,1,154,21.8,27.9,18.4,19,1893.987,411.109,458.7786,442.7813,1944.293,375.6562,388.1023,327.6362,1527.015,339.8677,319.3222,554.1056,1589.204,351.6394,258.1039,257.4634
2025-04-10T15:00:00Z,0.589,0.433,0.454,0.573,0.99,149,21.6,28.6,20.4,19.1,1182.19,179.4104,306.3568,776.435,425.7377,87.75501,223.9926,1063.382,989.0156,254.6116,451.4013,534.0324,344.6607,184.219,638.2375,833.5198
2025-04-10T15:15:00Z,0.438,0.441,0.403,0.617,1.05,153,22.3,29.6,22,21.4,819.2646,117.6717,462.461,715.0405,1745.673,193.5833,728.7089,351.6149,610.1745,203.7648,621.2307,754.8197,1399.177,97.249,568.629,722.4142
2025-04-10T15:30:00Z,0.5,0.414,0.468,0.647,0.97,150,21.7,28.6,21.5,22.1,1380.014,179.4285,445.4677,620.3455,1544.232,201.3664,521.4692,435.9288,1079.158,92.82182,339.335,629.2505,1234.422,127.3677,487.2333,317.3243
2025-04-10T15:45:00Z,0.563,0.406,0.45,0.652,0.94,150,21.3,26.6,21,21,1096.799,136.9841,370.4211,414.5415,717.1234,114.3784,249.5094,393.7722,873.4941,91.27171,301.5279,334.4718,552.9249,81.63799,202.6729,306.7202
2025-04-10T16:00:00Z,0.657,0.428,0.51,0.663,0.78,148,19.7,24.9,20.1,20,699.7496,113.4746,237.2601,379.2894,422.7039,82.64777,138.4993,248.8667,554.6861,81.80939,184.1278,282.1476,336.1211,60.02769,119.3268,196.1376
2025-04-10T16:15:00Z,0.762,0.607,0.633,0.761,0.76,150,20,23.8,21,20.9,215.4581,40.6558,69.3203,125.1719,66.77574,12.61492,20.82529,38.94462,170.894,28.64215,59.94049,98.48502,52.81791,8.655696,17.9491,30.27508
2025-04-10T16:30:00Z,0.78,0.523,0.568,0.742,0.91,157,21.5,23.8,22.9,23,71.34552,13.724,24.43106,42.27464,85.80663,17.10061,29.61356,52.35453,56.58964,9.920815,21.0782,33.38129,67.54316,12.47352,25.23476,41.28158
2025-04-10T16:45:00Z,0.606,0.427,0.461,0.728,1.05,156,22.5,24.8,23.2,23.4,307.5433,55.51086,107.6731,182.8819,460.4642,82.02965,163.204,280.2381,243.7048,41.00437,93.02623,145.2409,363.3573,59.59415,140.8019,219.2834
2025-04-10T17:00:00Z,0.573,0.438,0.415,0.676,1.42,150,23.7,25.2,23.1,23.1,595.215,85.95231,258.7113,370.6385,706.4261,85.00341,193.7899,360.7474,489.8906,63.75843,210.1354,296.8798,552.4508,63.4374,167.4201,320.4887
2025-04-10T17:15:00Z,0.606,0.44,0.482,0.69,0.87,147,20.5,23.6,19.8,20.1,549.9449,74.73232,171.8405,283.395,446.4645,70.7742,144.6303,254.1758,432.2208,55.29659,151.7426,254.2095,354.1065,52.02663,127.1156,221.6444
2025-04-10T17:30:00Z,0.676,0.447,0.437,0.715,1.06,153,22,25.2,22.7,22.4,607.3535,69.22809,213.4406,282.2474,769.938,63.63436,284.4127,304.3296,469.3925,50.90205,153.6655,292.0574,534.122,46.69672,167.7056,349.7247
2025-04-10T17:45:00Z,0.681,0.434,0.42,0.708,1.79,149,25.2,26.5,25.5,24.8,511.9532,55.22523,171.8744,229.4824,392.4643,55.57848,120.77,210.1725,295.2249,40.57298,130.3158,240.5485,264.9185,40.4403,107.3306,170.6508
2025-04-10T18:00:00Z,0.646,0.468,0.385,0.721,1.17,142,22.3,25.6,23,21.4,277.0937,43.83814,134.3585,197.6942,232.4266,38.64519,193.153,198.1966,211.1776,32.00726,155.1443,231.8867,183.4769,28.71055,189.2108,305.0671
2025-04-10T18:15:00Z,0.719,0.468,0.431,0.74,1.08,148,21.9,25.2,24.4,22,232.3692,33.99726,192.9346,182.6822,311.644,30.07483,172.9668,171.3955,188.095,25.35109,178.7553,232.0679,231.7059,22.37765,179.0766,263.2074
2025-04-10T18:30:00Z,0.728,0.521,0.49,0.747,1.85,147,25.7,26.8,27.7,26.2,181.5639,26.3767,152.527,209.5961,133.6767,23.53344,137.602,191.6738,147.7921,19.62287,135.2401,234.0895,106.4664,17.50885,113.5006,170.9146
2025-04-10T18:45:00Z,0.787,0.533,0.491,0.761,1.87,145,25.5,26.5,25.8,25.4,154.4797,22.5549,108.5946,163.9978,138.0381,21.45432,68.90974,87.14206,123.3258,16.80284,85.62083,123.2644,112.0632,15.97658,55.73618,69.14476
2025-04-10T19:00:00Z,0.786,0.581,0.581,0.772,1.72,142,24.5,25.3,24.3,24.2,108.7139,17.67163,59.09975,113.3727,85.16029,14.72416,32.09125,58.03115,89.0024,13.15988,54.42216,68.01385,67.2775,10.89182,27.82844,45.86411
2025-04-10T19:15:00Z,0.813,0.618,0.645,0.772,1.55,143,23.4,24.6,23.7,23.7,78.9206,13.94064,27.98112,50.3894,50.93619,9.518543,17.02649,30.13005,62.51196,10.37292,24.23235,39.90772,41.02264,7.044896,14.82855,24.34003
2025-04-10T19:30:00Z,0.781,0.637,0.655,0.804,1.56,148,23.8,24.7,24.6,24.5,28.3783,5.498025,9.614489,16.98557,31.04747,5.868626,10.68112,18.66678,22.83466,4.048748,8.364038,13.66335,24.22713,4.348828,9.0255,14.79073
2025-04-10T19:45:00Z,0.818,0.769,0.745,0.819,1.48,149,23.4,24.3,24.3,24.1,22.6042,4.287617,7.475571,13.10335,10.87615,1.956616,3.511535,6.338314,17.81618,3.116329,6.492124,10.33596,8.60836,1.424576,3.114053,4.937471
